doi,article_title,keywords,subject_cat_desc,exemplar,cluster_label
10.7759/cureus.13764,Sudden Cardiac Death and Sudden Cardiac Arrest in Patients with Human Immunodeficiency Virus: A Systematic Review,"plwh increased risk, incidence scd plwh, hiv scd sca, studies reported plwh, hiv sca studies",General & Internal Medicine,True,8
10.1186/1471-2296-12-78,Building an international network for a primary care research program: reflections on challenges and solutions in the set-up and delivery of a prospective observational study of acute cough in 13 European countries,"acute cough gps, primary care research, care clinical research, care research overcome, patients acute cough",General & Internal Medicine,True,5
10.1016/j.wombi.2020.05.004,"Design, development and usability testing of Essential Coaching for Every Mother: A postnatal text message educational intervention","mothers information mobile, users postpartum healthcare, postpartum healthcare providers, postpartum education objective, postpartum education",Obstetrics & Gynecology,True,5
10.1016/j.earlhumdev.2009.10.008,Serial postural and motor assessment of Fetal Akinesia Deformation Sequence (FADS),"posture index fetuses, sonographic protocol fetuses, movements postural aspects, motor postural anomalies, postural motor development",Obstetrics & Gynecology,True,4
10.1039/c9nr00117d,"Polymer nanocomposites having a high filler content: synthesis, structures, properties, and applications","filler polymer nanocomposites, fillers carbon nanotubes, nanoscale fillers carbon, development nanoscale fillers, reinforcement nanoscale fillers","Physics, Applied",True,6
10.1007/s10948-017-4060-2,"Prediction of Half-metallicity in the New Heusler CsYX2 (Y = Sc, Ti, V, Cr, and Mn; X = O and N) Compounds","feromagnets csvo2 alcu2mn, csmnn2 compounds alcu2mn, cscro2 csmnn2 compounds, csmnn2 compounds, energies csyx compounds","Physics, Applied",True,7
10.1016/j.matlet.2014.04.096,ZnO-SnO2/graphene composites as high capacity anode materials for lithium ion batteries,"zno sno2 graphene, sno2 graphene composites, sno2 graphene composite, batteries zno sno2, oxide sno2 graphene","Physics, Applied",True,7
10.1063/1.4989379,Increased magnetic damping in ultrathin films of Co2FeAl with perpendicular anisotropy,"cfa films thicknesses, cfa heusler alloy, measurements cfa films, cfa film thickness, magnetic anisotropy","Physics, Applied",True,7
10.1109/TMAG.2017.2654969,Engineering the Switching Behavior of Nanomagnets for Logic Computation Using 3-D Modeling and Simulation,"nanomagnets using shadowing, anisotropy geometry nanomagnets, perpendicular nanomagnetic logic, use perpendicular nanomagnetic, nanomagnets micromagnetic simulations","Physics, Applied",True,7
10.1016/j.tsf.2013.05.046,"Influence of ternary elements (X = Si, B, Cr) on TiAlN coating deposited by magnetron sputtering process with single alloying targets","tialn coating properties, coating tialn ternary, results tialn coating, tialn coating, tialn cr coatings","Physics, Applied",True,6
10.1063/1.2772237,Giant magnetoresistance in oxide-based metallic multilayers,"multilayers perovskite oxides, magnetoresistance metallic multilayers, giant magnetoresistance effect, field giant magnetoresistance, magnetoresistance effect","Physics, Applied",True,7
10.1080/14786435.2020.1798536,"Elastic anisotropy, electronic and magnetic behaviours of ferromagnetic Europium Niobate EuNbO(3)in orthorhombic structure: DFT plus U, MFA and QTAIM studies","inimmaorthorhombic perovskite structure, stable inimmaorthorhombic perovskite, perovskite structure, inimmaorthorhombic perovskite, magnetic behaviours eunbo","Physics, Applied",True,7
10.1070/QEL16313,Delta-layer model for the boundary of a bubble excited by an electron bunch or laser pulse in a plasma channel,"model plasma bubble, electron layer bubble, plasma bubble excited, plasma bubble, bubble excited relativistic","Physics, Applied",True,3
10.1016/j.cap.2017.08.011,Studies of magnetic dipolar interaction between individual atoms using ESR-STM,"spin resonance scanning, resonance scanning tunneling, tunneling microscopy esr, spin relaxation, spin relaxation times","Physics, Applied",True,7
10.1088/0022-3727/42/12/125411,A modified constitutive model for creep of Sn-3.5Ag-0.7Cu solder joints,"shear stress creep, creep mechanism stress, creep mechanisms stress, creep strain rate, stress creep mechanism","Physics, Applied",True,6
10.7567/JJAP.57.073001,Annealing effect on interlayer exchange coupling in perpendicularly magnetized synthetic antiferromagnetic structure based on Co/Pd multilayers with ultrathin Ru spacer,"antiferromagnetic saf structures, synthetic antiferromagnetic saf, antiferromagnetic saf, magnetic properties saf, magnetized synthetic antiferromagnetic","Physics, Applied",True,7
10.1166/jnn.2011.4182,Fabrication of Al-Matrix Composites Reinforced with Amino Functionalized Boron Nitride Nanotubes,"nanotubes bnnts al, al composites fabricated, boron nitride nanotubes, al matrix composites, reinforced carbon nanotubes","Physics, Applied",True,6
10.1016/j.vacuum.2010.02.011,High performance LiFePO4/C cathode for lithium ion battery prepared under vacuum conditions,"electrochemical properties composites, composites shown lifepo4, lifepo4 smaller particle, lifepo4 single olive, lifepo4","Physics, Applied",True,7
10.3390/ma10070745,Influence of Texture on Impact Toughness of Ferritic Fe-20Cr-5Al Oxide Dispersion Strengthened Steel,"texture impact toughness, crystallographic texture impact, impact toughness materials, toughness materials, toughness materials finite","Physics, Applied",True,6
10.1007/s11671-008-9205-6,Synthesis and Luminescence Properties of Core/Shell ZnS:Mn/ZnO Nanoparticles,"zno shell photoluminescence, zns mn nanoparticles, zns nanoparticles studied, doped zns nanoparticles, zns nanoparticles","Physics, Applied",True,7
10.1016/j.jiec.2015.09.023,One-pot microwave-assisted synthesis of reduced graphene oxide/nickel cobalt double hydroxide composites and their electrochemical behavior,"reduced graphene oxide, reduction graphene oxide, graphene oxide, graphene oxide rgo, graphene oxide formation","Engineering, Chemical",True,7
10.1016/j.procbio.2011.04.006,Properties of a major beta-glucosidase-BGL1 from Aspergillus niger NII-08121 expressed differentially in response to carbon sources,"glucosidase bgl1 purified, beta glucosidase bgl, beta glucosidase bgl1, glucosidase bgl, glucosidase bgl response","Engineering, Chemical",True,0
10.1002/ceat.201400785,Control of Quaternary Ideal Endothermic Reactive Distillation with and without Internal Heat Integration,"integrated reactive distillation, product reactive distillation, reactive distillation, reactive distillation internally, distillation column hirdc","Engineering, Chemical",True,3
10.1002/jsde.12252,Effect of Silica Nanoparticles on Wormlike Micelles with Different Entanglement Degrees,"nanoparticles wormlike micelles, wormlike micelles rheological, properties wormlike micelles, micelles rheological behavior, wormlike micelles different","Engineering, Chemical",True,6
10.1016/j.memsci.2010.11.002,High performance perovskite hollow fibres for oxygen separation,"bscf hollow fibres, preparation bscf hollow, hollow fibres, hollow fibres attractive, hollow fibres resulting","Engineering, Chemical",True,7
10.1016/j.proci.2018.07.081,Role of large scale flow features on cycle-to-cycle variations of spark-ignited flame-initiation and its transition to turbulent combustion,"flow flame characterization, flow characterization flame, turbulent flame speed, flame characterization, burning velocity flame","Engineering, Chemical",True,3
10.1016/j.jprocont.2019.06.007,Gaussian process modelling with Gaussian mixture likelihood,"gaussian distributions noise, gaussian data likelihood, gaussian data, non gaussian data, gaussian process","Engineering, Chemical",True,2
10.1016/j.cattod.2014.05.011,Synthesis of nanocrystalline molybdenum carbide materials and their characterization,"nanocrystalline molybdenum carbide, molybdenum carbide catalyst, molybdenum carbide materials, hexagonal molybdenum carbide, phases molybdenum carbide","Engineering, Chemical",True,7
10.1039/c3ee23627g,"Synthesis, formation mechanism, and dehydrogenation properties of the long-sought Mg(NH2BH3)(2) compound","synthesizing mg nh2bh3, synthesis magnesium amidoborane, magnesium hydride mgh2, hydride mgh2 magnesium, synthesis magnesium","Engineering, Chemical",True,7
10.1021/acs.iecr.6b02541,"Fabrication of Tunable, Stable, and Predictable Superhydrophobic Coatings on Foam Ceramic Materials","superhydrophobic coatings foam, preparation superhydrophobic coatings, superhydrophobic foam ceramic, superhydrophobic coatings, superhydrophobic hydrophobic coatings","Engineering, Chemical",True,6
10.1016/j.jlp.2017.09.001,Industrial alarm systems: Challenges and opportunities,"industrial alarm systems, related alarm management, alarm management, alarm systems critical, alarms control systems","Engineering, Chemical",True,2
10.1515/ijcre-2017-0135,Experimental and Numerical Study of the Hydrodynamics of a Thin Film Reactor (TFR) for the Decarboxylation of Anacardic Acid,"decarboxylation anacardic acid, values viscosity film, viscosity film, behaviour viscosity liquid, anacardic acid decarboxylated","Engineering, Chemical",True,3
10.1016/j.ces.2004.07.088,Catalyst design by CFD for heat transfer and reaction in steam reforming,"particles steam reforming, reactor tube computational, steam reforming packed, packed bed reactor, heat transfer performance","Engineering, Chemical",True,3
10.1021/je1002237,Densities and Excess Molar Volumes for Binary Mixtures of Ionic Liquid 1-Ethyl-3-methylimidazolium Ethylsulfate with Solvents,"ionic liquid ethyl, liquid ethyl methylimidazolium, mixtures ionic liquid, methylimidazolium ethylsulfate emim, ethyl methylimidazolium ethylsulfate","Engineering, Chemical",True,6
10.1016/j.ces.2004.04.018,Residue curve maps of reactive membrane separation,"reactive membrane separation, membrane separation process, mass transfer membrane, membrane separation, batch reactive membrane","Engineering, Chemical",True,3
10.1016/j.fuproc.2015.06.026,Characterization of Ru/Q10 catalysts containing Zr or Mn and their activity for Fischer-Tropsch synthesis,"ru atoms catalyst, ru species catalyst, oxidation ru, catalyst surface ru, inhibit oxidation ru","Engineering, Chemical",True,7
10.1109/TWC.2016.2520935,I/Q Imbalance Aware Widely-Linear Receiver for Uplink Multi-Cell Massive MIMO Systems: Design and Sum Rate Analysis,"multiuser interference iqi, channel estimation, channel estimation data, wl channel estimation, iqa wlmmse receiver","Engineering, Electrical & Electronic",True,2
10.1016/j.mejo.2015.06.009,Pseudo-V-2 control with adaptive compensation for fast-transient current-mode buck converter,"dc buck converter, buck converter proposed, buck converter, chip adaptive compensation, capacitor multiplier adaptive","Engineering, Electrical & Electronic",True,2
10.1016/j.conengprac.2019.01.007,Abnormality detection based on the Kullback-Leibler divergence for generalized Gaussian data,"abnormality detection observed, abnormality detection, generalized gaussian distribution, generalized gaussian, paper abnormality detection","Engineering, Electrical & Electronic",True,2
10.1016/j.eswa.2009.06.044,Gaussian quantum-behaved particle swarm optimization approaches for constrained engineering design problems,"particle swarm optimization, particle swarm, swarm optimization pso, swarm optimization, gaussian qpso approaches","Engineering, Electrical & Electronic",True,2
10.1016/j.dsp.2013.06.008,Motion capture and human pose reconstruction from a single-view video sequence,"pose human animation, 3d pose human, pose human, 3d pose constructed, human animation","Engineering, Electrical & Electronic",True,2
10.20998/2074-272X.2016.1.08,NUMERICAL COMPUTATION OF ELECTRIC FIELDS IN PRESENCE OF CURVILINEAR INTERFACE BETWEEN CONDUCTIVE AND NON-CONDUCTIVE MEDIA,"grids methodology electric, methodology electric field, electric field numerical, curvature corona discharges, electric field calculation","Engineering, Electrical & Electronic",True,3
10.1109/TGRS.2008.2007492,A Wind and Rain Backscatter Model Derived From AMSR and SeaWinds Data,"wind rain radar, rain radar backscatter, rain radar, radar tropical rainfall, scatterometer wind estimation","Engineering, Electrical & Electronic",True,1
10.1109/LSP.2018.2879546,"Computational Efficient DOA, DOD, and Doppler Estimation Algorithm for MIMO Radar","algorithm mimo radar, doppler estimation multiple, radar joint doa, mimo radar joint, dod doppler estimation","Engineering, Electrical & Electronic",True,2
10.1109/TWC.2008.060378,Fixing the complexity of the sphere decoder for MIMO detection,"sphere decoder, sphere decoder sd, statistics mimo channel, mimo channel, mimo channel using","Engineering, Electrical & Electronic",True,2
10.1016/j.ijepes.2015.02.033,Accounting for flexibility in power system planning with renewables,"renewables residual load, optimal generator, optimal generation capacity, constraints power plants, configuration optimal generator","Engineering, Electrical & Electronic",True,2
10.1016/j.ijepes.2019.01.018,Control and dynamic response analysis of full converter wind turbines with squirrel cage induction generators considering pitch control and drive train dynamics,"wind turbines wts, generator speed pitch, pitch control speed, based wind turbines, pitch angle controller","Engineering, Electrical & Electronic",True,2
10.1109/TAC.2014.2372932,Event-Based Distributed Clock Synchronization for Wireless Sensor Networks,"protocols time synchronization, time synchronization based, time synchronization, time synchronization maintain, distributed protocols time","Engineering, Electrical & Electronic",True,2
10.1016/j.mechatronics.2015.03.001,A tool path generation and contour error estimation method for four-axis serial machines,"tool orientation contour, axis tool path, spline tool orientations, axis welding machine, line tool path","Engineering, Electrical & Electronic",True,2
10.1007/s10854-014-2464-3,Influence of Tm2O3 doping on structural and electrical properties of ZnO,"tm2o3 doped zno, solubility tm2o3 zno, monophase tm2o3 zno, tm2o3 zno lattice, tm2o3 zno binary","Engineering, Electrical & Electronic",True,7
10.1109/LED.2017.2682232,A Novel Characterization Method for Accurate Lumped Parameter Modeling of Electret Electrostatic Vibration Energy Harvesters,"characterization electret transducers, electret electrostatic vibration, electret transducers, vibration energy harvesters, electret transducers typically","Engineering, Electrical & Electronic",True,2
10.1016/j.echo.2012.02.002,Effect of Mitral Valve Repair on Mitral-Aortic Coupling: A Real-Time Three-Dimensional Transesophageal Echocardiography Study,"aortic valve mitral, mitral aortic annuli, characterize mitral aortic, mitral aortic coupling, mitral aortic",Cardiac & Cardiovascular Systems,True,9
10.1053/j.jvca.2019.04.028,Outcome Prediction After Coronary Surgery and Redo Surgery for Bleeding (From the KROK Registry),"coronary surgery redo, redo surgery bleeding, artery surgery poland, coronary surgery, bleeding observed mortality",Cardiac & Cardiovascular Systems,True,9
10.1016/j.jacc.2014.06.1194,Comprehensive Prognosis Assessment by CMR Imaging After ST-Segment Elevation Myocardial Infarction,"myocardial infarction stemi, cmr markers myocardial, elevation myocardial infarction, myocardial infarction risk, myocardial damage reperfusion",Cardiac & Cardiovascular Systems,True,9
10.1016/j.jtcvs.2017.07.089,Mitral valve surgery in the US Veterans Administration health system: 10-year outcomes and trends,"mitral valve repair, mvrepair mitral valve, compare mitral valve, mitral valve replacement, valve repair mvrepair",Cardiac & Cardiovascular Systems,True,9
10.1007/s00270-012-0501-2,Suitability of Exoseal Vascular Closure Device for Antegrade Femoral Artery Puncture Site Closure,"closure femoral artery, puncture femoral artery, femoral artery exoseal, antegrade puncture femoral, femoral artery puncture",Cardiac & Cardiovascular Systems,True,9
10.1007/s00392-015-0916-2,Myocardial deformation by strain echocardiography identifies patients with acute coronary syndrome and non-diagnostic ECG presenting in a chest pain unit: a prospective study of diagnostic accuracy,"cardiac chest pain, suggestive acute coronary, ecg myocardial, parameter coronary angiography, acute coronary",Cardiac & Cardiovascular Systems,True,9
10.1016/j.jtcvs.2007.04.017,B-type natriuretic peptide levels predict outcome after neonatal cardiac surgery,"natriuretic peptide evaluated, natriuretic peptide cardiac, natriuretic peptide levels, natriuretic peptide level, natriuretic peptide ratio",Cardiac & Cardiovascular Systems,True,9
10.1016/j.yjmcc.2016.06.002,Interaction between platelets and endothelial progenitor cells via LPA-Edg-2 axis is augmented by PPAR-delta activation,"endothelial progenitor cells, endothelial progenitor, late endothelial progenitor, lpa platelets receptor, platelets ppar delta",Cardiac & Cardiovascular Systems,True,10
10.1016/j.jtcvs.2011.10.079,Younger age and valve oversizing are predictors of structural valve deterioration after pulmonary valve replacement in patients with tetralogy of Fallot,"deterioration pulmonary valve, valve deterioration pulmonary, pulmonary valve replacement, valve deterioration determined, pulmonary valve reintervention",Cardiac & Cardiovascular Systems,True,9
10.1111/pace.12121,Role of Triggering Pulmonary Veins in the Maintenance of Sustained Paroxysmal Atrial Fibrillation,"atrial fibrillation paf, paroxysmal atrial fibrillation, atrial fibrillation, triggering pulmonary vein, perpetuation paroxysmal atrial",Cardiac & Cardiovascular Systems,True,9
10.1016/j.rmed.2007.06.003,Effect of continuous positive airway pressure combined to nebulization on lung deposition measured by urinary excretion of amikacin,"amikacin nebulizer higher, lung deposition amikacin, excreted amikacin study, residual amikacin nebulizer, amikacin study objective",Cardiac & Cardiovascular Systems,True,8
10.1053/j.jvca.2013.07.007,Preoperative Urinary Neutrophil Gelatinase-Associated Lipocalin and Outcome in High-Risk Heart Failure Patients Undergoing Cardiac Surgery,"preoperative cardiac failure, urinary neutrophil gelatinase, patients preoperative cardiac, preoperative urinary neutrophil, gelatinase associated lipocalin",Cardiac & Cardiovascular Systems,True,9
10.1016/j.jacc.2009.07.043,Pulmonary Artery Growth After Palliation of Congenital Heart Disease With Duct-Dependent Pulmonary Circulation Arterial Duct Stenting Versus Surgical Shunt,"arterial duct stenting, duct stenting increasingly, growth arterial duct, stenting effective mbts, duct ad stenting",Cardiac & Cardiovascular Systems,True,9
10.1093/europace/eum233,Predictors of arrhythmia recurrence in patients with lone atrial fibrillation,"atrial fibrillation af, atrial fibrillation, episode atrial fibrillation, antiarrhythmic, patients af relapses",Cardiac & Cardiovascular Systems,True,9
10.1016/j.ijcard.2012.10.005,Hemodynamic adaptation to pregnancy in women with structural heart disease,"cardiovascular adaptation pregnancy, heart disease pregnancy, cardiac functions pregnancy, pregnancy cardiac function, influence pregnancy cardiac",Cardiac & Cardiovascular Systems,True,9
10.1016/j.jelectrocard.2020.07.004,Electrocardiographic imaging (ECGI): What is the minimal number of leads needed to obtain a good spatial resolution?,"electrode bands patient, mm electrode bands, 23 electrode bands, electrode bands aims, electrode bands including",Cardiac & Cardiovascular Systems,True,9
10.1093/icvts/ivt078,Suction-irrigation drainage: an underestimated therapeutic option for surgical treatment of deep sternal wound infections(dagger),"sternal wound infections, sternal wound infection, deep sternal wound, sternal wound, wound debridement sternum",Cardiac & Cardiovascular Systems,True,9
10.1016/j.forpol.2009.02.002,Role of foresters' perspectives in orienting agroforestry programmes,"agroforestry training foresters, management agroforestry training, forest management agroforestry, agroforestry training, agroforestry foresters emphasised",Business & Economics,True,1
10.1111/jonm.12121,Job satisfaction of Slovenian hospital nursing workforce,"job satisfaction nursing, satisfaction nursing employees, backgroundjob satisfaction nurses, job satisfaction slovenian, satisfaction nurses",Business & Economics,True,5
10.1287/msom.2015.0536,Capacity Investment in Renewable Energy Technology with Supply Intermittency: Data Granularity Matters!,"renewable capacity obtain, renewable capacity, investing renewable, capacity investment renewable, investment renewable energy",Business & Economics,True,2
10.1186/1478-4491-11-64,Applying the workload indicators of staffing need (WISN) method in Namibia: challenges and implications for human resources for health policy,"nurses workloads health, nurses workloads, wisn health workforce, workloads health centers, workload pressure namibian",Business & Economics,True,5
10.1177/0954406212469774,A novel 4-RRCR parallel mechanism based on screw theory and its kinematics analysis,"screw theory kinematics, rrcr parallel mechanism, kinematics platform singularity, parallel mechanism, parallel mechanism introduced","Engineering, Mechanical",True,2
10.1016/j.applthermaleng.2015.10.062,Mathematical investigation of purge sector angle for clockwise and anticlockwise rotation of desiccant wheel,"angle desiccant wheel, desiccant wheel different, wheel different purge, sector angle desiccant, anticlockwise desiccant wheel","Engineering, Mechanical",True,3
10.1007/s10409-015-0553-z,Influences of affiliated components and train length on the train wind,"train wind effects, train wind analyzed, effect train wind, train wind affected, effects train wind","Engineering, Mechanical",True,3
10.1016/j.ijheatmasstransfer.2014.09.047,Natural convection in a triangular enclosure heated from below and non-uniformly cooled from top,"heat transfer roof, surface heated flow, cooling inclined surfaces, transient natural convection, convection isosceles triangular","Engineering, Mechanical",True,3
10.1016/j.applthermaleng.2018.11.012,Theoretical study of two-stage water vapor compression systems,"centrifugal compressors combined, cascaded centrifugal compressors, compressors combined centrifugal, vapor compression recompression, mechanical vapor compression","Engineering, Mechanical",True,3
10.1115/1.4039420,Iterative Multiscale Approach for Heat Conduction With Radiation Problem in Porous Materials,"thermal homogenization approach, scale formulation heat, heat conduction radiation, heat conduction macroscopic, formulation heat conduction","Engineering, Mechanical",True,3
10.1177/1099636213487004,An investigation on the flexural properties of balsa and polymer foam core sandwich structures: Influence of core type and contour finishing options,"polymer foams core, foams core materials, foam core sandwich, core materials sandwich, materials sandwich structures","Engineering, Mechanical",True,6
10.1177/0954405412464484,Time-driven activity-based costing in a production planning environment,"activity based costing, costing techniques production, reduce production costs, based costing techniques, costing techniques","Engineering, Mechanical",True,2
10.1115/1.4004686,Effect of Meso to Micro Transition in Morphology Dependent Fracture of SiC Ceramics,"sic crack propagation, sic grains different, properties sic crack, orientations sic grains, fracture strength grain","Engineering, Mechanical",True,6
10.1080/15732479.2013.835327,Monitoring of traffic action local effects in highway bridge deck slabs and the influence of measurement duration on extreme value estimates,"bridges duration monitoring, measurement traffic action, problematic bridges duration, safety verification approaches, study highway bridge","Engineering, Mechanical",True,2
10.1016/j.expthermflusci.2021.110467,Experimental study on the influence of buoyancy on steam bubble condensation at low steam mass flux,"steam momentum buoyancy, steam jet directions, jet attached bubble, studied steam jet, buoyancy pressure oscillation","Engineering, Mechanical",True,3
10.1016/j.ijthermalsci.2020.106306,Numerical analysis of rectangular fins in a PCM for low-grade heat harnessing,"thermal energy greywater, heat transfer, heating cooling technologies, heat transfer enhanced, thermal conductivity pcm","Engineering, Mechanical",True,3
10.1016/j.applthermaleng.2009.05.021,Performance assessment of an internal combustion engine at varying dead (reference) state temperatures,"temperatures exergy efficiency, exergy efficiency values, exergy efficiency, exergy efficiency high, result exergy efficiency","Engineering, Mechanical",True,3
10.3901/CJME.2012.05.911,Evaluation of Subgrid-scale Models in Large-eddy Simulations of Turbulent Flow in a Centrifugal Pump Impeller,"centrifugal pump impeller, pump impeller simulation, turbulence pump impeller, flow centrifugal pump, impeller simulation","Engineering, Mechanical",True,3
10.1016/j.ymssp.2009.09.010,Optimization of dimensionality of symptom space in machine condition monitoring,"matrix condition monitoring, symptom observation matrix, condition monitoring, condition monitoring know, given machine faults","Engineering, Mechanical",True,2
10.1243/09544070D08204,Wheel-slip control of a passenger vehicle using an electrorheological valve pressure modulator,"braking control, wheel slip control, considering braking pressure, braking pressure, braking control performance","Engineering, Mechanical",True,2
10.1016/j.ijpvp.2004.07.017,Modeling the fatigue crack growth and propagation life of a joint of two elastic materials using interface elements,"fatigue crack propagation, welded joint phenomena, joint phenomena crack, butt welded joint, welded joint","Engineering, Mechanical",True,6
10.1007/s12206-011-0213-6,Predicting yearly energy recovery and dehumidification enhancement with a heat pipe heat exchanger using typical meteorological year data in the tropics,"heat exchanger dehumidification, dehumidification capability cooling, pipe heat exchanger, energy recovery dehumidification, dehumidification enhancement air","Engineering, Mechanical",True,3
10.1111/1744-9987.12320,Myocardial SPECT Images in Incident Hemodialysis Patients Without Ischemic Heart Disease,"acid bmipp imaging, bmipp imaging evaluate, findings bmipp imaging, bmipp imaging, myocardial perfusion imaging",Hematology,True,9
10.1177/0271678X17709709,Insulin differentially affects the distribution kinetics of amyloid beta 40 and 42 in plasma and brain,"insulin beta transport, brain compartments insulin, insulin luminal uptake, plasma insulin beta, clearance amyloid beta",Hematology,True,10
10.1111/trf.15058,Hepatitis E virus blood donor NAT screening: as much as possible or as much as needed?,"transfusion transmitted hev, hev rna positive, rna positive donations, hev positive donors, hev rna using",Hematology,True,8
10.1160/TH09-05-0287,Bivalirudin as compared to unfractionated heparin among patients undergoing coronary angioplasty A meta-analyis of randomised trials,"coronary angioplasty bivalirudin, angioplasty bivalirudin direct, trial coronary angioplasty, trials evaluate bivalirudin, bleeding complications benefits",Hematology,True,9
10.1016/j.tracli.2009.03.016,Quantitative estimate of the risk of blood donation contamination by infectious agents,"blood donation contamination, estimates contamination blood, contamination blood donation, blood donation infectious, transfusion quantitative risk",Hematology,True,8
10.1055/s-0038-1641605,Initial and Long-Term Treatment of Pulmonary Embolism: Current Approach and Future Perspectives,"benefit ratio anticoagulation, ratio anticoagulation performed, anticoagulation performed based, oral anticoagulants doacs, ratio anticoagulation",Hematology,True,9
10.1161/CIRCRESAHA.108.183285,TRAIL/Apo2L Mediates the Release of Procoagulant Endothelial Microparticles Induced by Thrombin In Vitro A Potential Mechanism Linking Inflammation and Coagulation,"endothelial microparticles emps, thrombin stimulated endothelial, endothelial microparticles, generation endothelial microparticles, endothelial cells huvecs",Hematology,True,10
10.1007/s00062-013-0231-0,"Cerebral Magnetic Resonance Imaging Findings in Adults with Haemolytic Uraemic Syndrome Following an Infection with Escherichia coli, Subtype O104:H4","neuroimaging pattern infection, infections enterohaemorrhagic escherichia, infection escherichia coli, haemolytic uraemic syndrome, mri pattern outbreak","Radiology, Nuclear Medicine & Medical Imaging",True,8
10.1016/j.neurad.2019.04.002,Prevalence and vascular risk factors of basal ganglia calcifications in patients at risk for cerebrovascular disease,"stroke basal ganglia, prevalence basal ganglia, severity basal ganglia, ischemic stroke basal, basal ganglia calcifications","Radiology, Nuclear Medicine & Medical Imaging",True,9
10.1007/s10554-013-0213-y,Predictors and incidence of stent edge dissections in patients with type 2 diabetes as determined by optical coherence tomography,"visible stent edges, restenosis stent edge, stent edges detected, stent thrombosis restenosis, morphology stent edges","Radiology, Nuclear Medicine & Medical Imaging",True,9
10.1016/j.ejrnm.2016.01.001,Magnetic resonance imaging versus transcranial ultrasound in early identification of cerebral injuries in neonatal encephalopathy,"neonatal encephalopathy ne, neonatal encephalopathy, objective neonatal encephalopathy, neonates cerebral, neonates early mri","Radiology, Nuclear Medicine & Medical Imaging",True,9
10.1007/s00112-008-1931-4,Sexual violence in the new media - A challenge for child and youth protection,"protection minors media, internet particular children, unwanted exposure pornography, minors media, dangers new media",Pediatrics,True,5
10.1097/BPB.0000000000000262,Residual forefoot deformity predicts the need for future surgery in clubfeet treated by Ponseti casting,"adductus deformity clubfeet, deformity clubfeet treated, tibialis anterior tendon, anterior tendon transfer, clubfoot performed patients",Pediatrics,True,4
10.1097/BPO.0b013e3182519683,Hip Range of Motion in Children: What Is the Norm?,"flexion assessed hip, hip flexion measured, adduction hip flexion, hip flexion, pediatric hip",Pediatrics,True,4
10.1038/s41390-020-01161-3,Trends in clinical presentation of children with COVID-19: a systematic review of individual participant data,"children novel coronavirus, pediatrics covid 19, pediatric covid 19, children pediatrics covid, covid 19 pediatric",Pediatrics,True,8
10.1111/mcn.12416,Parent-adolescent influences on everyday dietary practices: Perceptions of adolescent females with obesity and their mothers,"dietary practices parent, obesity mothers influences, adolescent obesity dietary, influence adolescent obesity, approaches adolescent obesity",Pediatrics,True,5
10.1097/PCC.0000000000000541,Intraoperative Steroid Use and Outcomes Following the Norwood Procedure: An Analysis of the Pediatric Heart Network's Public Database,"differed intraoperative steroid, intraoperative steroid recipients, steroids improved hospital, use perioperative steroids, perioperative steroids cardiac",Pediatrics,True,9
10.1038/jp.2015.175,Use of neonatal simulation models to assess competency in bag-mask ventilation,"volume characteristics neonatal, available neonatal simulation, neonatal simulation, newborn lung mechanics, ventilation simulated scenarios",Pediatrics,True,9
10.1017/S1047951109003837,Percutaneous treatment of neonatal aortic coarctation presenting with severe left ventricular dysfunction as a bridge to surgery,"neonates aortic coarctation, neonatal aortic coarctation, aortic coarctation multiorgan, prognosis neonates aortic, neonates aortic",Pediatrics,True,9
10.1542/peds.2009-3101,Emergency Department Visits for Concussion in Young Child Athletes,"sport related concussion, visits concussions, concussions group approximately, visits concussion src, visit concussion sustained",Pediatrics,True,4
10.1097/PCC.0b013e3181d904c0,Acute lung injury in children: Therapeutic practice and feasibility of international clinical trials,"lung injury pediatric, children acute lung, ventilation management children, pediatric intensive care, lung injury treating",Pediatrics,True,9
10.1097/INF.0000000000000454,Predicting Mortality in HIV-infected Children Initiating Highly Active Antiretroviral Therapy in a Resource-deprived Setting,"predicting mortality haart, hiv infected children, haart initiation mortality, predict mortality children, mortality haart initiation",Pediatrics,True,8
10.1111/pan.12495,Supraglottic airway devices vs tracheal intubation in children: a quantitative meta-analysis of respiratory complications,"airway pediatric anesthesia, mask airway pediatric, pediatric airway methods, management pediatric airway, laryngeal mask airway",Pediatrics,True,9
10.1111/j.1365-2214.2010.01124.x,"Caring for children with disabilities in Kilifi, Kenya: what is the carer's experience?","disabilities carers children, carers children disabilities, caring children disabilities, children disabilities carers, disabilities carers",Pediatrics,True,5
10.1016/j.jaac.2019.12.003,Effectiveness of Brief and Standard School-Based Cognitive-Behavioral Interventions for Adolescents With Anxiety: A Randomized Noninferiority Study,"reduced adolescents anxiety, adolescents anxiety, adolescents impairment anxiety, cbt youths anxiety, therapy cbt adolescents",Pediatrics,True,5
10.1049/iet-rsn.2008.0146,Waveform design in signal-dependent interference and application to target recognition with multiple transmissions,"waveforms cognitive radar, cognitive radar, cognitive radar cr, radar cr target, application radar",Telecommunications,True,2
